text,unsolicited__no,unsolicited__yes,kind__personal,kind__transactional,kind__promotional,kind__scam,asks_action__no,asks_action__yes,risk__0,risk__1,risk__2,risk__3,risk__4
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",0.97,0.03,0.95,0.01,0.02,0.02,0.19999999999999996,0.8,0.9,0.07,0.02,0.007,0.003
Oh yeah! And my diet just flew out the window,0.97,0.03,0.96,0.01,0.02,0.01,0.97,0.03,0.95,0.04,0.01,0.0,0.0
I will take care of financial problem.i will help:),0.96,0.04,0.94,0.01,0.01,0.04,0.95,0.05,0.92,0.04,0.02,0.015,0.005
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0.97,0.03,0.96,0.01,0.01,0.02,0.65,0.35,0.9,0.07,0.02,0.007,0.003
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",0.98,0.02,0.96,0.01,0.01,0.02,0.75,0.25,0.95,0.03,0.01,0.005,0.005
"Sorry that took so long, omw now",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Tell them the drug dealer's getting impatient,0.97,0.03,0.95,0.01,0.01,0.03,0.4,0.6,0.85,0.08,0.05,0.015,0.005
If he started searching he will get job in few days.he have great potential and talent.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
I am sorry it hurt you.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.007,0.003
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0.96,0.04,0.95,0.01,0.01,0.03,0.95,0.05,0.93,0.05,0.015,0.004,0.001
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,0.020000000000000018,0.98,0.005,0.005,0.55,0.44,0.010000000000000009,0.99,0.005,0.15,0.4,0.35,0.095
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",0.97,0.03,0.96,0.01,0.01,0.02,0.92,0.08,0.9,0.06,0.03,0.007,0.003
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,0.98,0.02,0.97,0.01,0.01,0.01,0.92,0.08,0.95,0.04,0.01,0.0,0.0
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0.98,0.02,0.97,0.01,0.01,0.01,0.96,0.04,0.95,0.03,0.01,0.005,0.005
i thought we were doing a king of the hill thing there.,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
But i'm really really broke oh. No amount is too small even  &lt;#&gt;,0.96,0.04,0.94,0.01,0.01,0.04,0.4,0.6,0.7,0.15,0.09,0.04,0.02
Yo come over carlos will be here soon,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.93,0.05,0.01,0.005,0.005
"Maybe westshore or hyde park village, the place near my house?",0.98,0.02,0.96,0.01,0.01,0.02,0.88,0.12,0.95,0.03,0.01,0.005,0.005
"Aight no rush, I'll ask jay",0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
No dear i do have free messages without any recharge. Hi hi hi,0.97,0.03,0.95,0.01,0.02,0.02,0.95,0.05,0.93,0.05,0.01,0.005,0.005
Oooh I got plenty of those!,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0.94,0.06,0.9,0.07,0.01,0.02,0.09999999999999998,0.9,0.7000000000000001,0.20000000000000004,0.08000000000000002,0.015000000000000001,0.005000000000000001
"Alright omw, gotta change my order to a half8th",0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.9,0.06,0.03,0.007,0.003
No screaming means shouting..,0.95,0.05,0.95,0.01,0.01,0.03,0.95,0.05,0.94,0.04,0.01,0.005,0.005
Or ü go buy wif him then i meet ü later can?,0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0.75,0.25,0.85,0.01,0.04,0.1,0.15000000000000002,0.85,0.7,0.22,0.06,0.015,0.005
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0.97,0.03,0.95,0.01,0.02,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,0.98,0.02,0.96,0.01,0.01,0.02,0.75,0.25,0.93,0.05,0.01,0.005,0.005
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",0.020000000000000018,0.98,0.005,0.005,0.15,0.84,0.020000000000000018,0.98,0.01,0.05,0.2,0.55,0.19
"There're some people by mu, I'm at the table by lambda",0.97,0.03,0.96,0.02,0.01,0.01,0.88,0.12,0.94,0.04,0.01,0.005,0.005
Oh oh... Wasted... Den muz chiong on sat n sun liao...,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",0.97,0.03,0.96,0.01,0.01,0.02,0.65,0.35,0.9,0.07,0.02,0.007,0.003
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.04,0.01,0.0,0.0
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0.98,0.02,0.96,0.01,0.01,0.02,0.30000000000000004,0.7,0.9,0.06,0.03,0.007,0.003
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,0.030000000000000027,0.97,0.01,0.02,0.35,0.62,0.020000000000000018,0.98,0.01,0.12,0.4,0.4,0.07
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.005,0.003,0.002
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0.97,0.03,0.96,0.01,0.01,0.02,0.65,0.35,0.95,0.03,0.01,0.005,0.005
What he said is not the matter. My mind saying some other matter is there.,0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.94,0.04,0.01,0.005,0.005
Remember to ask alex about his pizza,0.97,0.03,0.96,0.02,0.01,0.01,0.75,0.25,0.95,0.04,0.01,0.0,0.0
Cancel cheyyamo?and get some money back?,0.97,0.03,0.95,0.02,0.01,0.02,0.44999999999999996,0.55,0.9,0.07,0.02,0.007,0.003
"Just making dinner, you ?",0.98,0.02,0.97,0.01,0.01,0.01,0.85,0.15,0.95,0.03,0.01,0.005,0.005
Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.03,0.01,0.005,0.005
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.04,0.01,0.0,0.0
Yup ok thanx...,0.98,0.02,0.97,0.01,0.01,0.01,0.98,0.02,0.96,0.03,0.01,0.0,0.0
Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
Same. Wana plan a trip sometme then,0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
"I hav almost reached. Call, i m unable to connect u.",0.98,0.02,0.97,0.01,0.01,0.01,0.15000000000000002,0.85,0.93,0.05,0.01,0.005,0.005
Hope you are having a great day.,0.88,0.12,0.85,0.02,0.08,0.05,0.97,0.03,0.9,0.06,0.03,0.01,0.0
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,0.030000000000000027,0.97,0.01,0.01,0.72,0.26,0.030000000000000027,0.97,0.01,0.25,0.5,0.21,0.03
Or remind me in a few hrs.,0.96,0.04,0.95,0.02,0.01,0.02,0.30000000000000004,0.7,0.93,0.05,0.01,0.005,0.005
Ok.,0.97,0.03,0.95,0.02,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0.98,0.02,0.97,0.01,0.01,0.01,0.98,0.02,0.96,0.03,0.005,0.003,0.002
Ü no home work to do meh...,0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Ew are you one of them?,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.95,0.03,0.01,0.005,0.005
Excellent! Are you ready to moan and scream in ecstasy?,0.85,0.15,0.8,0.01,0.1,0.09,0.88,0.12,0.8,0.12,0.06,0.015,0.005
Your brother is a genius,0.96,0.04,0.94,0.01,0.02,0.03,0.97,0.03,0.94,0.04,0.015,0.004,0.001
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,0.030000000000000027,0.97,0.01,0.02,0.35,0.62,0.030000000000000027,0.97,0.010000000000000002,0.12000000000000001,0.35000000000000003,0.42000000000000004,0.10000000000000002
I can make lasagna for you... vodka...,0.97,0.03,0.95,0.01,0.02,0.02,0.92,0.08,0.93,0.05,0.01,0.005,0.005
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.04,0.01,0.0,0.0
Tiwary to rcb.battle between bang and kochi.,0.95,0.05,0.93,0.02,0.03,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.04,0.01,0.0,0.0
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,0.98,0.02,0.97,0.01,0.01,0.01,0.65,0.35,0.95,0.04,0.005,0.003,0.002
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",0.020000000000000018,0.98,0.005,0.01,0.6,0.385,0.020000000000000018,0.98,0.01,0.15,0.45,0.32,0.07
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,0.030000000000000027,0.97,0.01,0.01,0.88,0.1,0.050000000000000044,0.95,0.02,0.65,0.28,0.04,0.01
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0.97,0.03,0.96,0.01,0.02,0.01,0.97,0.03,0.95,0.04,0.01,0.0,0.0
"Sir, I need AXIS BANK account no and bank address.",0.8,0.2,0.68,0.03,0.02,0.27,0.15000000000000002,0.85,0.05,0.2,0.42,0.26,0.07
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.03,0.01,0.005,0.005
"Velly good, yes please!",0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.94,0.04,0.01,0.005,0.005
Dude how do you like the buff wind.,0.97,0.03,0.95,0.01,0.02,0.02,0.75,0.25,0.94,0.04,0.01,0.005,0.005
That seems unnecessarily hostile,0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.94,0.04,0.015,0.004,0.001
Once free call me sir. I am waiting for you.,0.95,0.05,0.93,0.03,0.01,0.03,0.09999999999999998,0.9,0.82,0.12,0.04,0.015,0.005
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,0.050000000000000044,0.95,0.01,0.05,0.55,0.39,0.050000000000000044,0.95,0.02,0.2,0.5,0.23,0.05
Hi msg me:)i'm in office..,0.96,0.04,0.95,0.01,0.01,0.03,0.25,0.75,0.9,0.06,0.03,0.007,0.003
Is xy in ur car when u picking me up?,0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,0.020000000000000018,0.98,0.005,0.005,0.03,0.96,0.020000000000000018,0.98,0.005,0.015,0.05,0.4,0.53
"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx""",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.04,0.01,0.0,0.0
"Could you not read me, my Love ? I answered you",0.96,0.04,0.95,0.01,0.01,0.03,0.85,0.15,0.9,0.06,0.03,0.01,0.0
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",0.020000000000000018,0.98,0.005,0.01,0.9,0.085,0.030000000000000027,0.97,0.01,0.45,0.4,0.12,0.02
Want to finally have lunch today?,0.97,0.03,0.95,0.01,0.02,0.02,0.4,0.6,0.9,0.06,0.03,0.007,0.003
Wot about on wed nite I am 3 then but only til 9!,0.98,0.02,0.96,0.01,0.01,0.02,0.85,0.15,0.95,0.03,0.01,0.005,0.005
Don know..wait i will check it.,0.98,0.02,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
I sent them. Do you like?,0.97,0.03,0.95,0.01,0.01,0.03,0.4,0.6,0.93,0.04,0.02,0.007,0.003
What was she looking for?,0.97,0.03,0.95,0.01,0.01,0.03,0.75,0.25,0.95,0.03,0.01,0.005,0.005
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0.95,0.05,0.93,0.01,0.02,0.04,0.97,0.03,0.92,0.05,0.02,0.01,0.0
Now got tv 2 watch meh? U no work today?,0.98,0.02,0.96,0.01,0.01,0.02,0.88,0.12,0.95,0.03,0.01,0.005,0.005
I am going to film 2day da. At 6pm. Sorry da.,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0.98,0.02,0.97,0.01,0.01,0.01,0.9,0.1,0.96,0.03,0.005,0.003,0.002
Doing project w frens lor.,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Howz that persons story,0.97,0.03,0.95,0.01,0.01,0.03,0.7,0.3,0.93,0.05,0.015,0.004,0.001
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",0.95,0.05,0.93,0.02,0.01,0.04,0.09999999999999998,0.9,0.55,0.3,0.12,0.02,0.01
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,0.020000000000000018,0.98,0.01,0.005,0.35,0.635,0.030000000000000027,0.97,0.01,0.07,0.35,0.45,0.12
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",0.95,0.05,0.93,0.01,0.01,0.05,0.09999999999999998,0.9,0.5499999999999999,0.14999999999999997,0.19999999999999996,0.06999999999999999,0.029999999999999992
"That's fine, have him give me a call if he knows what he wants or has any questions",0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
"Nothing really, just making sure everybody's up to speed",0.97,0.03,0.96,0.01,0.01,0.02,0.96,0.04,0.95,0.03,0.01,0.005,0.005
Sure but since my parents will be working on Tuesday I don't really need a cover story,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
happened here while you were adventuring,0.95,0.05,0.92,0.02,0.03,0.03,0.95,0.05,0.9,0.06,0.03,0.007,0.003
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,0.020000000000000018,0.98,0.01,0.01,0.6,0.38,0.020000000000000018,0.98,0.01,0.15,0.5,0.29,0.05
"Almost there, see u in a sec",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
No chikku nt yet.. Ya i'm free,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.04,0.005,0.003,0.002
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.04,0.005,0.003,0.002
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",0.010000000000000009,0.99,0.005,0.005,0.03,0.96,0.010000000000000009,0.99,0.005,0.02,0.08,0.5,0.395
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.93,0.04,0.02,0.007,0.003
Pls speak with me. I wont ask anything other then you friendship.,0.94,0.06,0.9,0.01,0.01,0.08,0.4,0.6,0.85,0.08,0.05,0.015,0.005
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0.97,0.03,0.96,0.01,0.01,0.02,0.96,0.04,0.95,0.03,0.01,0.005,0.005
Oh ic. I thought you meant mary jane.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,0.020000000000000018,0.98,0.01,0.01,0.2,0.78,0.4,0.6,0.03,0.12,0.25,0.45,0.15
ringtoneking 84484,0.28,0.72,0.18,0.07,0.55,0.2,0.44999999999999996,0.55,0.2,0.3,0.4,0.08,0.02
I accidentally deleted the message. Resend please.,0.95,0.05,0.95,0.01,0.01,0.03,0.25,0.75,0.85,0.1,0.03,0.01,0.01
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,0.97,0.03,0.96,0.01,0.01,0.02,0.88,0.12,0.9,0.07,0.02,0.007,0.003
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,0.94,0.06,0.93,0.01,0.03,0.03,0.97,0.03,0.95,0.04,0.01,0.0,0.0
Also remember the beads don't come off. Ever.,0.96,0.04,0.95,0.01,0.01,0.03,0.92,0.08,0.93,0.05,0.015,0.004,0.001
Are you available for soiree on June 3rd?,0.97,0.03,0.95,0.02,0.02,0.01,0.4,0.6,0.9,0.07,0.02,0.007,0.003
I like dis sweater fr mango but no more my size already so irritating.,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0.98,0.02,0.97,0.01,0.01,0.01,0.65,0.35,0.9,0.07,0.02,0.007,0.003
No way I'm going back there!,0.97,0.03,0.95,0.01,0.02,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
"Lets use it next week, princess :)",0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,0.020000000000000018,0.98,0.005,0.01,0.055,0.93,0.020000000000000018,0.98,0.01,0.03,0.16,0.5,0.3
Oh for fuck's sake she's in like tallahassee,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Let me know when you've got the money so carlos can make the call,0.94,0.06,0.9,0.01,0.01,0.08,0.28,0.72,0.72,0.12,0.09,0.05,0.02
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.95,0.03,0.01,0.005,0.005
